S.no;World Ranking;Germany Ranking;_University Name;University Name link;Course Type;Course Sub_Type;City;Course Name;Course Germany Ranking;Teaching language;_language Req.;Admission without IELTS/TOEFL;Required German Grade;GRE;"Tution Fee ";Tuition Fee Per;Beginning Semester;Application DeadLine for winter;Application DeadLine for Summer;Duration;Go to course website;Submit application to;Logo URL;Responsible Person;_Daad SIte;Updated on;State;Comment;Tags_Alternate;Uni_Type;Type of Course;;Application Deadline(EU/Non EU);University's Official emails;Fees link;LOI Additional;Study Type;Focus;Target group;Annotation;Admission modus;Admission requirements;Area of study;Admission requirements on Official Webpage;ECTS;Mode of Admission;Study Mode;Admission Test/Interview;Application;Required German Language Test;"Commented by Abhishek ";MGU_LINK
1859;390;34;University of Duisburg-Essen;https://howtoabroad.com/university-of-duisburg-essen/;Master;Master;Duisburg;Specialized Orthodontics;;English, German;;;;;€8,650;Semester;Winter;;;4 semesters;https://www.uni-due.de/studienangebote/studiengang.php?id=177;https://www.uni-due.de/de/studium/bewerbung.php;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Duisburg-Essen.jpg;Arya;;11-June;North Rhine-Westphalia;;;;;;July 2022 (EU), July 2022 (Non-EU);io-administration@hs-esslingen.de / zentralestudienberatung@hs-esslingen.de / gregor.rottenkolber@hs-esslingen.de;https://mwk.baden-wuerttemberg.de/de/hochschulen-studium/studium/studienfinanzierung/gebuehren-fuer-internationale-studierende-und-zweitstudium/;;graduate;Drive, Chassis and Control Systems, Car Body Construction, Service;;"Application deadline:
15 January";selection by the HEI;Open to Bachelor's graduates of related degree courses (e.g. Mechanical Engineering) at the Hochschule Esslingen and other institutions of higher education;;https://www.hs-esslingen.de/studium/bewerbung-und-studienbeginn/bewerbung-fuer-einen-master-studiengang/;;;;;;;;
1860;406;36;Ulm University;https://howtoabroad.com/university-of-ulm/;Bachelor;Bachelor;Ulm;Biology - Master of Science;;English;;;;;Varied;;Winter;15-Mar;;;https://www.uni-ulm.de/studium/studieren-an-der-uni-ulm/studiengaenge/studiengangsinfo/course/biology-master/;https://campus4.uni-ulm.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y&sessionlanguage=de;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/uni-logo.gif;Arya;;11-June;Baden-Wurttemberg;;;;;;July 2022 (EU), July 2022 (Non-EU);io-administration@hs-esslingen.de / zentralestudienberatung@hs-esslingen.de / meng@hs-esslingen.de;https://mwk.baden-wuerttemberg.de/de/hochschulen-studium/studium/studienfinanzierung/gebuehren-fuer-internationale-studierende-und-zweitstudium/;;graduate;Software Based Automotive Systems, Vehicle Dynamics, Car Electronics;;"Application deadline: 
31 March";selection by the HEI;"Completion of an undergraduate degree in 
- Automotive Engineering, Mechanical Engineering for the specialist area of 'Vehicle Dynamics'
- Information Engineering or Computer Science for specialist area of 'Software Based Automotive Systems'
- Mechatronics, Electrical Engineering for the specialist area 'Car Electronics'";Electrical Engineering / Vehicle Engineering / Mechanical Engineering;https://www.hs-esslingen.de/en/international/coming-to-esslingen-uas/international-master-programmes/;;;;;;;;
4985;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Aeronautics and Astronautics Engineering;;German;DSH-2;;;;None;;Winter, Summer;15-June;15-Jan;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/aeronautics-and-astronautics-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-aeronautical-and-aerospace-engineering-w23879/?hec-p=7&hec-id=w23879&hec-offset=124
";4-July;Brandenburg;;;;international course, part time, full time, International degree;;No information;pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-dual/bachelor-dual?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_dual_betriebswirtschaft;English;undergraduate;Retail & Commerce, Marketing Communications, Semester abroad, Logistics Management, Tourism & Event Management, International Management, Auslandssemester;;The course B.Sc./B.A. Business Administration is offered with five specialisations: International Management, Marketing & Communications, Logistics Management, Tourism & Event Management, Retail & Commerce;Selection procedure / qualifying examination;"General higher education entrance qualification or entrance qualification for universities of applied sciences
internal admission process
Partner companies (also possible with individual internships)
Applicants participate in a written and oral aptitude test.";Business Administration / Trade and Industry / International Business Administration / Marketing, Distribution / Hotel, Catering, Tourism / Logistics, Transport, Transport Management;https://ism.de/studium-dual/bachelor-dual?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_dual_betriebswirtschaft;;;;;;;;
4987;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Bachelor;Bachelor of Science;Berlin;Agricultural and Horticultural Sciences (teacher training);;German;DSH-2;;;;None;;Winter;15-July;NA;6 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/agricultural-and-horticultural-sciences-teacher-training-b-sc/;via Email;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-agriculture-and-horticulturelandscape-design-teaching-qualification-for-vocational-schools-g9693/?hec-p=12&hec-id=g9693&hec-offset=225
";1-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism-fernstudium.de/fernstudium-kosten/;;undergraduate;Innovation Management, Project Management, Digital Transformation, Supply Chain Management, Strategic Management, Sustainability Management;;;open admission;;Business Administration / Trade and Industry / International Business Administration / Economic Sciences, Economics / Business Management, Organization Management / Sustainability Sciences (Economic);https://ism-fernstudium.de/zulassung-studium/;;;;;;;;
4988;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Education;Berlin;Agricultural and Horticulture Sciences (teacher training);;German;DSH-2;;;;None;;Winter;15-June;NA;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/agricultural-and-horticultural-sciences-teacher-training-m-ed/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-agriculture-and-horticulturelandscape-design-teaching-qualification-for-vocational-schools-w17470/?hec-p=12&hec-id=w17470&hec-offset=226
";4-July;Brandenburg;;;;part time, full time;;No information;philippa.vonkleist@ism.de / gertrud.schink@ism.de / tina.fink@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/master/business-intelligence-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_businessintelligence_gebuehren;English;graduate;Data Management, Computational Engineering, Digital Process Management, Business Analytics, Business Controlling, Big Data, Consulting, Data Science, Digital Business Structures & Processes;;In Dortmund, the course is taught entirely in English. From winter semester 2022/2023 onwards, all full-time Master's degree programmes can also be studied as Fast Track.;Selection procedure / qualifying examination;"Wirtschaftswissenschaftlicher Abschluss, davon mind. 15 ECTS im Fachgebiet Wirtschaftswissenschaften (z.B. Betriebswirtschaftslehre, Volkswirtschaftslehre, Wirtschaftsinformatik; oder verwandt). Davon oder ergänzend dazu müssen mindestens 10 ECTS-Punkte in quantitativen Fächern (z.B. Mathematik, Statistik, Informatik, Marktforschung, Ökonometrie; oder verwandt) erbracht worden sein.";Partner institution: Edinburgh Napier University in United Kingdom of Great Britain and Northern Ireland (International degree: Master of Science) / Partner institution: Boston University in United States of America (International degree: Master of Science) / Partner institution: Lancaster University in United Kingdom of Great Britain and Northern Ireland (International degree: Master of Science);https://ism.de/studium-vollzeit/master/business-intelligence-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_businessintelligence_bewerbung;;;;;;;;
4989;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Architecture;;German;DSH-2;;;;None;;Winter;15-June;NA;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/architecture-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-architecture-w19635/?hec-p=39&hec-id=w19635&hec-offset=761
";4-July;Brandenburg;;;;international course, part time, full time, International degree;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/bachelor/wirtschaftsrecht-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_businesslaw_gebuehren;English;undergraduate;Civil Law, Company Law, Contract Law, Labour Law, Distribution Law, Wirtschaftspolitische Grundlagen, Human Resources Management, Personal- & Organisationsmanagement, Grundlagen der Volkswirtschaftslehre, Business English 1 und 2;;;Selection procedure / qualifying examination;"general university or university of applied sciences entrance qualification
internal admission procedure";Business Administration / International Law / Commercial Law;https://ism.de/studium-vollzeit/bachelor/wirtschaftsrecht-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_businesslaw_bewerbung;;;;;;;;
4990;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Bachelor;Bachelor of Science;Berlin;Architecture;;German;DSH-2;;;;None;;Winter;15-July;NA;6 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/architecture-b-sc/;via Email;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-architecture-g369/?hec-p=40&hec-id=g369&hec-offset=794
";1-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism-fernstudium.de/fernstudium-kosten/;;undergraduate;General Psychology, Social Psychology, Personality Psychology, Industrial Psychology, Organisational Psychology, Intervention, Market and Consumer Psychology;;;open admission;;Psychology / Personality Psychology / Social Psychology / Business, Occupational, and Organisational Psychology / Business Administration / Marketing, Distribution;https://ism-fernstudium.de/zulassung-studium/;;;;;;;;
4991;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Architecture Typology;;English;TOEFL-iBT- 95/IELTS- 7;;;;None;;Winter;15-June;NA;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/architecture-typology-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-architecture-typology-w58684/?hec-p=43&hec-id=w58684&hec-offset=848
";4-July;Brandenburg;;;;international course, part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/bachelor/wirtschaftspsychologie-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_wirtschaftspsychologie_gebuehren;English;undergraduate;Fundamentals of business psychology, Psychology of Social & Interaction, Consulting Project, Psychology of Personality & Methods, Personnel & Organizational Psychology, Occupational & Health Psychology, Market and Advertising Psychology, Consulting, Marketing, Business English;;;Selection procedure / qualifying examination;"general university or entrance qualification for universities of applied sciences
internal admission procedure";Psychology / Business Administration / Human Resource Management;https://ism.de/studium-vollzeit/bachelor/wirtschaftspsychologie-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_wirtschaftspsychologie_bewerbung;;;;;;;;
4992;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Audio Communication and Technology;;German;DSH-2, B2/TOEFL-iBT- 87/IELTS- 6,5;;;;None;;Winter;15-June;NA;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/audio-communication-and-technology-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-audio-communication-and-technology-w15729/?hec-p=63&hec-id=w15729&hec-offset=1249
";4-July;Brandenburg;;;;part time, full time;;No information;andrea.kill@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/master/online-marketing-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_digitalmarketing_gebuehren;English;graduate;Digital Marketing, Managing Skills, Marketing Research, Strategic Marketing, Digital Branding, E-Commerce, Leadership Skills, Digital Communication, Digital Skills, Digital Marketing Tools;Graduates of a successfully completed Economics degree course or compatible degrees.;From winter semester 2022/2023 onwards, all full-time Master's degree programmes can also be studied as Fast Track.;Selection procedure / qualifying examination;Economics degree with 180 ECTS or at least 30 ECTS in marketing, PR or market research;Partner institution: Edinburgh Napier University in United Kingdom of Great Britain and Northern Ireland (International degree: Master-Abschluss) / Partner institution: Lancaster University in United Kingdom of Great Britain and Northern Ireland (International degree: Master-Abschluss) / Partner institution: Pôle Universitaire Léonard de Vinci in French Republic (International degree: Master-Abschluss);https://ism.de/studium-vollzeit/master/online-marketing-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_digitalmarketing_bewerbung;;;;;;;;
4993;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Automotive Systems;;German;DSH-2, B2/TOEFL-iBT- 87/IELTS- 6,5;;;;None;;Winter, Summer;15-June;15-Jan;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/automotive-systems-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-automotive-systems-w19636/?hec-p=68&hec-id=w19636&hec-offset=1345
";4-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / info@ism-fernstudium.de;https://ism-fernstudium.de/fernstudium-kosten/;;graduate;Digital Marketing Strategy, Digital Communication, Digital Distribution, Omnichannel Management, Digital Business Models, Content Commerce, Influencer Marketing;;Der Digital Marketing Management Master ist ein Fernstudium, das zu 100 % online stattfindet. Bei Bedarf kann man als eingeschriebener Studierender im ISM Fernstudium natürlich von den sieben deutschlandweiten Standorten der ISM profitieren.;open admission;50 ECTS-Punkte im wirtschaftswissenschaftlichen Bereich;Marketing, Distribution / Media Management / Economic Sciences, Economics;https://ism-fernstudium.de/zulassung-studium/;;;;;;;;
4994;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Biological Chemistry;;German;DSH-2;;;;None;;Winter, Summer;15-June;15-Jan;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/biological-chemistry-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-biological-chemistry-w49855/?hec-p=80&hec-id=w49855&hec-offset=1598
";4-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / andrea.kill@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/master/entrepreneurship-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_entrepreneurship_gebuehren;;graduate;Startup project, Finance, Law, Leadership Skills, Managing the International Enterprise, Growth Management, Innovation Competence, Entrepreneurship 1 uns 2;;"Will also be offered in English in Cologne and Berlin from winter semester 2022/2023.
From winter semester 2022/2023 onwards, all full-time Master's degree programmes can also be studied as Fast Track.";Selection procedure / qualifying examination;Degree course with 180 ECTS, min. 30 ECTS in the field of Economic Sciences.;Partner institution: Bond University in Australia (International degree: Master) / Partner institution: Edinburgh Napier University in United Kingdom of Great Britain and Northern Ireland (International degree: Master) / Partner institution: Lancaster University in United Kingdom of Great Britain and Northern Ireland (International degree: Master) / Partner institution: Boston University in United States of America (International degree: Master) / Partner institution: Universitat Ramon Llull in Kingdom of Spain (International degree: Master);https://ism.de/studium-vollzeit/master/entrepreneurship-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_entrepreneurship_bewerbung;;;;;;;;
4995;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Biomedical Engineering;;German;DSH-2;;;;None;;Winter, Summer;15-June;15-Jan;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/biomedical-engineering-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-biomedical-engineering-w23836/?hec-p=95&hec-id=w23836&hec-offset=1880
";4-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / gertrud.schink@ism.de / tina.fink@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/master/finance-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_finance_gebuehren;;graduate;Leadership Skills, Financial Engineering, Financial Planning & Rating, Operational Management, Finance Management, Financial Theory, Accounting, Taxation & Law, Quantitative Finance;;From winter semester 2022/2023 onwards, all full-time Master's degree programmes can also be studied as Fast Track.;Selection procedure / qualifying examination;Degree course with 180 ECTS, of which at least 30 ECTS from the field of Economics;Partner institution: Bond University in Australia (International degree: Master-Abschluss) / Partner institution: Universitat Ramon Llull in Kingdom of Spain (International degree: Master-Abschluss) / Partner institution: Boston University in United States of America (International degree: Master-Abschluss) / Partner institution: Edinburgh Napier University in United Kingdom of Great Britain and Northern Ireland (International degree: Master-Abschluss) / Partner institution: East China University of Science and Technology in People's Republic of China (International degree: Master-Abschluss) / Partner institution: INSEEC in French Republic (International degree: Master-Abschluss) / Partner institution: Lancaster University in United Kingdom of Great Britain and Northern Ireland (International degree: Master-Abschluss);https://ism.de/studium-vollzeit/master/finance-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_finance_bewerbung;;;;;;;;
4996;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Bachelor;Bachelor of Science;Berlin;Biotechnology;;German;DSH-2;;;;None;;Winter;15-July;NA;6 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/biotechnology-b-sc/;via Email;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-biotechnology-g737/?hec-p=99&hec-id=g737&hec-offset=1973
";1-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/bachelor/finance-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_finance_gebuehren;English;undergraduate;Corporate Control, Introduction to the financial industry, Company Analysis, Accounting & Taxes, Financial frameworks, Grundlagen der Betriebswirtschaft, Personal- & Organisationsmanagement, Wirtschaftspolitische Grundlagen, Financial Management, Mathematische Grundlagen;;;Selection procedure / qualifying examination;"general university or university of applied sciences entrance qualification
internal admission procedure";Business Administration / Financial Management, Insurance / Accounting, Taxation, Controlling;https://ism.de/studium-vollzeit/bachelor/finance-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_finance_bewerbung;;;;;;;;
4997;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Biotechnology;;German;DSH-2;;;;None;;Winter, Summer;15-June;15-Jan;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/biomedical-engineering-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-biotechnology-w39460/?hec-p=100&hec-id=w39460&hec-offset=1984
";4-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism-fernstudium.de/fernstudium-kosten/;;undergraduate;Financial Management, International Accounting, Company Taxation;;;open admission;;Financial Management, Insurance / Accounting, Taxation, Controlling;https://ism-fernstudium.de/zulassung-studium/;;;;;;;;
4998;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Bachelor;Bachelor of Engineering;Berlin;Brewing Science;;German;DSH-2;;;;None;;Winter;15-July;NA;6 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/brewing-science-b-eng/;via Email;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-brewing-g2505687/?hec-p=102&hec-id=g2505687&hec-offset=2033
";1-July;Brandenburg;;;;part time, full time;;No information;nicole.meier@ism.de / pengbo.tian@ism.de / philippa.vonkleist@ism.de / gertrud.schink@ism.de / andrea.kill@ism.de / tina.fink@ism.de / vanessa.schmidt-garaj@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/bachelor/marken-modemanagement-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_fashionmanagement_gebuehren;English;undergraduate;Brand Management, Brand Management, Consumer Behaviour and Brand Building, General Management, Competition Analysis and Design Strategies, Retail & Distribution, Grundlagen der Betriebswirtschaft, Externes Rechnungswesen, Business English 1 und 2, Angewandte Statistik;;;Selection procedure / qualifying examination;"general university or entrance qualification for universities of applied sciences
internal admission procedure";;https://ism.de/studium-vollzeit/bachelor/marken-modemanagement-studium/bewerbung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=bachelor_vollzeit_fashionmanagement_bewerbung;;;;;;;;
4999;210;17;(TU) Technical University of Berlin;https://howtoabroad.com/technical-university-of-berlin/;Master;Master of Science;Berlin;Brewing and Beverage Technology;;German;DSH-2;;;;None;;Winter, Summer;15-June;15-Jan;4 semesters;https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/brewing-and-beverage-technology-m-sc/;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TU-Berlin.png;Divya;"https://www.daad.de/en/study-and-research-in-germany/courses-of-study-in-germany/all-study-programmes-in-germany/detail/berlin-university-of-technology-brewing-and-beverage-technology-w39461/?hec-p=102&hec-id=w39461&hec-offset=2036
";4-July;Brandenburg;;;;part time, full time;;No information;philippa.vonkleist@ism.de / andrea.kill@ism.de / study@ism.de / study@ism.de / study@ism.de;https://ism.de/studium-vollzeit/master/personalmanagement-studium/studiengebuehren?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_personalmanagement_gebuehren;English;graduate;Strategic Personnel Management, People Analytics, New Work Concepts, Learning & Development, New Work Implications, Transformation, General Management, Skills, Branding, Sourcing & Retention;;From winter semester 2022/2023 onwards, all full-time Master's degree programmes can also be studied as Fast Track.;Selection procedure / qualifying examination;Degree course with 180 ECTS, min. 30 ECTS in the field of Economic Sciences.;Partner institution: Lancaster University in United Kingdom of Great Britain and Northern Ireland (International degree: Master) / Partner institution: Boston University in United States of America (International degree: Master) / Partner institution: Edinburgh Napier University in United Kingdom of Great Britain and Northern Ireland (International degree: Master);https://ism.de/studium-vollzeit/master/personalmanagement-studium/bewerbung-zulassung?utm_source=hochschulkompass&utm_medium=online_portal&utm_campaign=master_vollzeit_personalmanagement_bewerbung;;;;;;;;
