World Ranking;Germany Ranking;University Name;Course Type;City;Course Name;Course Germany Ranking;Teaching language;Tution Fee (Per semester);Beginning Semester;Duration;Go to course website;Submit application to
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Nuremberg;Master of Science in Economics;28 (For Economics);German,English;none;Winter;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/economics-msc/"" title=""Master of Science in Economics"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;MA English Studies;;English;none;Winter;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/english-studies-ma/"" title=""MA English Studies"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Nuremberg;Ethics of Textual Cultures;NA;German,English;none;Winter, Summer;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/ethik-der-textkulturen-ma/"" title=""Ethics of Textual Cultures"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://ethik-der-textkulturen.de/etk/bewerbung-kontakt/bewerbung/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Nuremberg;MSc Gerontology;6 (For Gerontology);German,English;none;Winter, Summer;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/gerontologie-msc/"" title=""MSc Gerontology"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;Master of Arts Human Rights;;English;;Winter;3 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/human-rights-ma/"" title=""Master of Arts Human Rights"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.humanrights-master.fau.de/application/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Bachelor's degree;Nuremberg;International Business Studies (BSc);20 (For International Business);English;none;Winter;6 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/international-business-studies-bsc-de/"" title=""International Business Studies (BSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Bachelor's degree;Nuremberg;International Economic Studies (BSc);;English;none;Winter;6 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/international-economic-studies-bsc-2/"" title=""International Economic Studies (BSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Nuremberg;MSc International Information Systems (IIS);;German,English;none;Winter;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/international-information-systems-msc/"" title=""MSc International Information Systems (IIS)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;European Master in Lexicography / Europäischer Master für Lexikographie;;German,English;4.500,00;Winter;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/lexikographie-ma/"" title=""European Master in Lexicography / Europäischer Master für Lexikographie"" target=""_blank"" rel=""noopener"">Go to course website</a>";Email to : emlex-erasmusmundus@fau.de
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;Medical Engineering – Branches of Study: Medical Image and Data Processing, Health and Medical Data Analytics & Entrepreneurship;11 (For Biology)/4 (For Engineering);English;none;Winter, Summer;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/medizintechnik-msc/"" title=""Medical Engineering – Branches of Study: Medical Image and Data Processing, Health and Medical Data Analytics & Entrepreneurship"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;MSc Molecular Science;10 (For Molecular Biology);English;none;Winter, Summer;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/molecular-science-msc/"" title=""MSc Molecular Science"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;MSc Molecular Medicine;10 (For Molecular Biology);English;none;Winter;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/molekulare-medizin-msc/"" title=""MSc Molecular Medicine"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;MSc Physics;3 (For Physics);English;none;Winter, Summer;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/physics-msc/"" title=""MSc Physics"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;MA The Americas/Las Américas;;English,Spanish;none;Winter, Summer;4 semesters;"<a href=""https://meinstudium.fau.de/studienangebot/the-americas-las-americas-ma/"" title=""MA The Americas/Las Américas"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.campo.fau.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
1921;85;"<a href=""https://howtoabroad.com/htw-berlin/"" title=""HTW Berlin"" target=""_blank"" rel=""noopener"">HTW Berlin</a>";Master's degree;;Master in International Business (MIB);;English;none;Summer;3 semesters;"<a href=""https://mib.htw-berlin.de/"" title=""Master in International Business (MIB)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://mib.htw-berlin.de/applying/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";Master's degree;;Master Biology - Specialisation Ecology (Eco);48 (For Ecology);English;none;Winter, Summer;6 semesters;"<a href=""https://msingermany.co.in/technische-universitat-kaiserslautern-master-biology-specialisation-ecology/"" title=""Master Biology - Specialisation Ecology (Eco)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-kl.de/international/master/prospective-students/master-programs/master-programs-in-english/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
202;16;"<a href=""https://howtoabroad.com/friedrich-alexander-university/"" title=""FAU Erlangen-Nurnberg"" target=""_blank"" rel=""noopener"">FAU Erlangen-Nurnberg</a>";Master's degree;Erlangen;International Master in Geosciences: Palaeobiology;30 (For Earth science and Geophysics), 6 (For Paleontology);English;none;Winter;4 semesters;"<a href=""https://palaeobiology.nat.fau.de/?page_id=190"" title=""International Master in Geosciences: Palaeobiology"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.fau.eu/education/international/from-abroad/application-and-enrolment/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
215;18;"<a href=""https://howtoabroad.com/johannes-gutenberg-university-of-mainz/"" title=""Johannes Gutenberg University Mainz"" target=""_blank"" rel=""noopener"">Johannes Gutenberg University Mainz</a>";Master's degree;Mainz;Master of Science in Physics (Research-Oriented);" 11 (For Physics)";English;none;Winter, Summer;4 semesters;"<a href=""https://physics.uni-mainz.de/en/degrees/master-of-science-in-physics/"" title=""Master of Science in Physics (Research-Oriented)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.studying.uni-mainz.de/online-application/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
777;55;"<a href=""https://howtoabroad.com/university-of-paderborn/"" title=""Paderborn University"" target=""_blank"" rel=""noopener"">Paderborn University</a>";Master's degree;;Master of Science in Materials Science;41 (For Materials Science);English;none;Winter;4 semesters;"<a href=""https://physik.uni-paderborn.de/en/course-program/materials-science"" title=""Master of Science in Materials Science"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-assist.de/en/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
360;31;"<a href=""https://howtoabroad.com/saarland-university/"" title=""Saarland University"" rel=""noopener"" target=""_blank"">Saarland University</a> ";Master's degree;;Computer Science (MSc);19 ( computer science );English;none;Winter, Summer;4 semesters;"<a href=""https://saarland-informatics-campus.de/en/studium-studies/bachelor-english/"" title=""Computer Science (MSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://saarland-informatics-campus.de/en/studium-studies/master-english/application-guide/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
360;31;"<a href=""https://howtoabroad.com/saarland-university/"" title=""Saarland University"" rel=""noopener"" target=""_blank"">Saarland University</a> ";Master's degree;;Data Science and Artificial Intelligence (MSc);23 (For Data Science), 12 (Artificial Intelligence);English;none;Winter, Summer;4 semesters;"<a href=""https://saarland-informatics-campus.de/en/studium-studies/data-science-and-artificial-intelligence-master/"" title=""Data Science and Artificial Intelligence (MSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://saarland-informatics-campus.de/en/studium-studies/master-english/application-guide/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
142;8;"<a href=""https://howtoabroad.com/freie-university-of-berlin/"" title=""Freie Universität Berlin"" rel=""noopener"" target=""_blank"">Freie Universität Berlin</a> ";PhD / Doctorate;Berlin;International ZIBI Graduate School for Infectious Diseases and Immunology Berlin;22 (For Immunology);English;;Any time;8 semesters;"<a href=""https://scholarshipdb.net/scholarships-in-Germany/International-Zibi-Graduate-School-For-Infectious-Diseases-And-Immunology-Berlin-Zibi-Graduate-School-Infectious-Diseases-And-Immunology-Freie-Universit-t-Berlin=-7GN3fh96xGUXgAlkGUTnw.html?r_id=dd8db1ff-7df8-11eb-945e-00259065139f"" title=""International ZIBI Graduate School for Infectious Diseases and Immunology Berlin"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.zibi-berlin.de/application/phd-projects/index.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
1300;69;"<a href=""https://howtoabroad.com/hochschule-munchen-university-of-applied-sciences/"" title=""Hochschule Munich  University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Munich  University of Applied Sciences</a>";Master's degree;;Master's in Micro- and Nanotechnology;NA;English;none;Winter, Summer;3 semesters;"<a href=""https://sci.hm.edu//studienangebote/master/mnm/index.en.jsp"" title=""Master's in Micro- and Nanotechnology"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://www.hm.edu/master-bewerbung/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
