_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment
687,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,Master of Science in Translational Medical Research,,English,,,,,varied,Winter,,2 semesters,<a href="https://www.csis.uni-wuppertal.de/en/home.html" title="Computer Simulation in Science (MSc)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.csis.uni-wuppertal.de/en/application.html" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4136/,,,,
735,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,Master's Programme German Studies in Cultural Comparison,,German,,,,,varied,Winter& Summer,,4 semesters,<a href="https://www.dice.hhu.de/en/phd-programme/graduate-programme-competition-economics-dfg-grk-1974/graduate-programme-competition-economics-dfg-grk-1974" title="Graduate Programme Competition Economics - DFG GRK 1974" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.dice.hhu.de/en/phd-programme/duesseldorf-graduate-school-of-economics/admission" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4279/,,,,
800,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,Molecular Biosciences MSc,,English,,,,,varied,Winter,,4 semesters,<a href="https://www.digs-bb.de/research/research-fields/biomedicine" title="Dresden International Graduate School for Biomedicine and Bioengineering (DIGS-BB)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.digs-bb.de/join/phd-positions" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3878/,,,,
978,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Bachelor's degree,BA German Studies in Cultural Comparison,,German,,,,,varied,Winter& Summer,,6 semesters,<a href="https://www.dkfa.de/en/" title="Intensive German Language Course" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.dkfa.de/en/online-registration/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4277/,,,,
1123,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,Communication& Literature& and Media in Modern South Asian Languages,,German&English,,,,,varied,Winter& Summer,,4 semesters,<a href="https://www.eah-jena.de/scitec/international/masters-degree-programme-scientific-instrumentation-msc" title="Master of Science in Scientific Instrumentation" target="_blank" rel="noopener">Go to course website</a>,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7013/,,,,
1159,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,German-French Master's and Doctoral Programme in History - Deutsch-französisches Master- und Doktorandenprogramm in Geschichtswissenschaften,,German&French,,,,,varied,Winter,,4 semesters,<a href="https://www.ec2-big-nse.de/" title="Einstein Center of Catalysis / Berlin International Graduate School of Natural Sciences and Engineering (EC2/BIG-NSE)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.ec2-big-nse.de/applications" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4067/,,,,
1180,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,International Master of Art History and Museology — Internationaler Master für Kunstgeschichte und Museologie (IMKM),,German&French,,,,,varied,Winter,,4 semesters,<a href="https://www.edu.tum.de/studium/fuer-studieninteressierte/studiengaenge/bildungswissenschaften/research-on-teaching-and-learning/" title="Master's in Research on Teaching and Learning (Master of Education)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/login" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4345/,,,,
1197,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,Master in International Law (LLM),,English&Spanish,,,,,"5.000,00",Summer,,2 semesters,<a href="https://www.elektrotechnik.rwth-aachen.de/go/id/ging?lidx=1" title="Micro- and Nanoelectronics � Master's Study Programme" target="_blank" rel="noopener">Go to course website</a>,<a href="https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/login" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4295/,,,,
1206,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,Master of Arts in Political Science / Master of Arts Politikwissenschaft,,German&English,,,,,varied,Winter& Summer,,4 semesters,<a href="https://www.elektrotechnik.rwth-aachen.de/go/id/qhfw/lidx/1" title="Electrical Power Engineering � Master's Study Programme" target="_blank" rel="noopener">Go to course website</a>,<a href="https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/login" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4177/,,,,
1300,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,Master's degree,Master of Science in Governance of Risk and Resources,,English,,,,,,Summer,,3 semesters,<a href="https://www.elektrotechnik.rwth-aachen.de/go/id/qhir/lidx/1" title="Systems Engineering and Automation � Master's Study Programme" target="_blank" rel="noopener">Go to course website</a>,<a href="https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/login" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4305/,,,,
1458,73,2,University Heidelberg,<a href="https://howtoabroad.com/heidelberg-university/" title="Universität Heidelberg" target="_blank" >Universität Heidelberg</a>,PhD / Doctorate,HighRR - High Resolution and High Rate Detectors in Nuclear and Particle Physics Research Training Group,,English,,,,,,Any time,,6 semesters,<a href="https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/atherosclerosis.html" title="Atherosclerosis - Mechanisms and Networks of Novel Therapeutic Targets (CRC1123)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.sfb1123.med.uni-muenchen.de/graduate-program/application/index.html" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4701/,,,,
388,349,30,Heinrich Heine University Dusseldorf,<a href="https://howtoabroad.com/heinrich-heine-university-dusseldorf/" title="Heinrich Heine University Dusseldorf" target="_blank" >Heinrich Heine University Dusseldorf</a>,Master's degree,International Master's Programme in Physics,,English,,,,,none,Winter& Summer,,4 semesters,<a href="https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/chromatin.html" title="Chromatin Dynamics (Integrated Research Training Group IRTG-SFB 1064)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.sfb1064.med.uni-muenchen.de/now-hiring/index.html" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3805/,,,Phase 6,
691,349,30,Heinrich Heine University Dusseldorf,<a href="https://howtoabroad.com/heinrich-heine-university-dusseldorf/" title="Heinrich Heine University Dusseldorf" target="_blank" >Heinrich Heine University Dusseldorf</a>,Master's degree,Master of Science Industrial Pharmacy,,English,,,,,none,Winter,,4 semesters,<a href="https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/perception_in_context.html" title="Doctoral Programme Research Training Group 2175 Perception in Context and its Neural Basis" target="_blank" rel="noopener">Go to course website</a>,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6174/,,,Phase 4,
748,349,30,Heinrich Heine University Dusseldorf,<a href="https://howtoabroad.com/heinrich-heine-university-dusseldorf/" title="Heinrich Heine University Dusseldorf" target="_blank" >Heinrich Heine University Dusseldorf</a>,Master's degree,Master's Programme Translational Neuroscience,,English,,,,,none,Winter,,4 semesters,<a href="https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/qbm.html" title="Graduate School of Quantitative Biosciences Munich (QBM)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://qbm.genzentrum.lmu.de/application/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4796/,,,,
1188,349,30,Heinrich Heine University Dusseldorf,<a href="https://howtoabroad.com/heinrich-heine-university-dusseldorf/" title="Heinrich Heine University Dusseldorf" target="_blank" >Heinrich Heine University Dusseldorf</a>,Master's degree,MA Programme German-French Business& Labour and Social Law,,German&French,,,,,none,Winter,,4 semesters,<a href="https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/sfb1054.html" title="Cell-Fate Decisions in the Immune System (DFG-SFB 1054 IRTG)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.sfb1054.med.uni-muenchen.de/open_positions1/index.html" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3983/,,,,
1234,349,30,Heinrich Heine University Dusseldorf,<a href="https://howtoabroad.com/heinrich-heine-university-dusseldorf/" title="Heinrich Heine University Dusseldorf" target="_blank" >Heinrich Heine University Dusseldorf</a>,Master's degree,Media and Culture Analysis: Theatre and Media Cultures in a Transnational Space,,German&French,,,,,varied,Winter,,4 semesters,<a href="https://www.en.ibe.med.uni-muenchen.de/academics/epidemiology/index.html" title="Master of Science in Epidemiology" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.en.ibe.med.uni-muenchen.de/academics/epidemiology/application/index.html" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3859/,,,,
1456,349,30,Heinrich Heine University Dusseldorf,<a href="https://howtoabroad.com/heinrich-heine-university-dusseldorf/" title="Heinrich Heine University Dusseldorf" target="_blank" >Heinrich Heine University Dusseldorf</a>,PhD / Doctorate,Graduate Programme Competition Economics - DFG GRK 1974,,English,,,,,,Winter,,6 semesters,<a href="https://www.en.master.econ.uni-muenchen.de/profile/fast_facts/index.html" title="Master of Science in Economics" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.en.master.econ.uni-muenchen.de/application/index.html" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4574/,,,,
