_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,City,Course Name,Course Germany Ranking,Teaching language,_language Req.,_Admission without IELTS/TOEFL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine for winter,Application DeadLine for Summer,Duration,_Go to course website,Go to course website,_Submit application to,Submit application to,Post writing ,_Daad SIte,Updated By,Checked By,Comment,@
737,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Master's Programme in Life Science Informatics (b-it),7 (For Bioinformatics and Computational biology),English,IELTS 6.0/ TOEFL(IBT 80/PBT 550/CBT 213)/OTHERS,NA,NA,YES,None,Winter,01-Mar,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/life-science-informatics-msc,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/life-science-informatics-msc"" title=""Master's Programme in Life Science Informatics (b-it)"" target=""_blank"">Go to course website</a>",https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-guide,"<a href=""https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-guide"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 4,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3622/,,,,
786,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,"Medical Immunosciences and Infection, Master of Science",14 (For Immunology),English,IELTS/ TOEFL(IBT/PBT/CBT)/OTHERS,YES ,2.3,NA,None,Winter,31-Mar,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/medical-immunosciences-and-infection-msc,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/medical-immunosciences-and-infection-msc"" title=""Medical Immunosciences and Infection, Master of Science"" target=""_blank"">Go to course website</a>",https://masterapplication.uni-bonn.de/movein/hosted/online/move/movein/portal/studyportal.php?_language=en,"<a href=""https://masterapplication.uni-bonn.de/movein/hosted/online/move/movein/portal/studyportal.php?_language=en"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 4,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4776/,,,,
1250,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Renaissance Studies (MA),,"German,English",,,,,None,"Summer, Winter",31-Aug,31-Dec,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/renaissance-studies-ma,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/renaissance-studies-ma"" title=""Renaissance Studies (MA)"" target=""_blank"">Go to course website</a>",https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment,"<a href=""https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 17,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3973/,,,,
1326,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Master's Programme in Mathematics,4 (For Mathematics),English,,,,,EUR 5500,"Summer, Winter",15-May,15-Jan,3 semesters,https://www.mathematics.uni-bonn.de/study/master-mathematics,"<a href=""https://www.mathematics.uni-bonn.de/study/master-mathematics"" title=""Master's Programme in Mathematics"" target=""_blank"">Go to course website</a>",https://www.mathematics.uni-bonn.de/study/master-mathematics/application,"<a href=""https://www.mathematics.uni-bonn.de/study/master-mathematics/application"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 13,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5395/,,,,
1359,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Bachelor's degree,Bonn,German-Italian Studies (BA),,"German,French",,,,,None,Winter,31-Aug,,6 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/german-italian-studies-ba,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/german-italian-studies-ba"" title=""German-Italian Studies (BA)"" target=""_blank"">Go to course website</a>",https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment,"<a href=""https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3846/,,,,
1398,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Language course,Bonn,German-Italian Studies (MA),,"German,Italian",,,,,None,"Summer, Winter",30-Aug,31-Jan,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/german-italian-studies-ma,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/german-italian-studies-ma"" title=""German-Italian Studies (MA)"" target=""_blank"">Go to course website</a>",https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment,"<a href=""https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3657/,,,,
1425,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Master's Programme in Mathematics,4 (For Mathematics),English,,,,,None,"Summer, Winter",15-May,15-Jan,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/mathematics-msc,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/mathematics-msc"" title=""Master's Programme in Mathematics"" target=""_blank"">Go to course website</a>",https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment,"<a href=""https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 9,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3972/,,,,
1479,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Bonn-Cologne Graduate School of Physics and Astronomy: PhD in Physics (Bonn),2 (For Astronomy),English,,,,,None,Any time,Any time,Any time,6 semesters,http://www.gradschool.physics.uni-bonn.de/#PhDStudies,"<a href=""http://www.gradschool.physics.uni-bonn.de/#PhDStudies"" title=""Bonn-Cologne Graduate School of Physics and Astronomy: PhD in Physics (Bonn)"" target=""_blank"">Go to course website</a>",http://www.gradschool.physics.uni-bonn.de/Applying/BCGS_Apply_H2.html,"<a href=""http://www.gradschool.physics.uni-bonn.de/Applying/BCGS_Apply_H2.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3886/,,,,
1513,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",PhD / Doctorate,Bonn,Bonn Graduate School of Economics (BGSE),4 (For Economics),English,,,,,None,Winter ,31-Mar,,More than 9 semesters,https://www.bgse.uni-bonn.de/en/graduate-programs/m.sc.-in-economic-research-doctoral-program-ph.d./m.sc.-in-economic-research-doctoral-program-ph.d.,"<a href=""https://www.bgse.uni-bonn.de/en/graduate-programs/m.sc.-in-economic-research-doctoral-program-ph.d./m.sc.-in-economic-research-doctoral-program-ph.d."" title=""Bonn Graduate School of Economics (BGSE)"" target=""_blank"">Go to course website</a>",https://www.bgse.uni-bonn.de/en/apply-to-our-programs/m.sc.-economic-research-doctoral-program-ph.d.,"<a href=""https://www.bgse.uni-bonn.de/en/apply-to-our-programs/m.sc.-economic-research-doctoral-program-ph.d."" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3626/,,,,
1514,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",PhD / Doctorate,Bonn,Bonn-Cologne Graduate School of Physics and Astronomy: PhD in Astrophysics (Bonn),3 (For Astrophysics),English,,,,,None,Any time,Any time,Any time,6 semesters,http://www.gradschool.physics.uni-bonn.de/#PhDStudies,"<a href=""http://www.gradschool.physics.uni-bonn.de/#PhDStudies"" title=""Bonn-Cologne Graduate School of Physics and Astronomy: PhD in Astrophysics (Bonn)"" target=""_blank"">Go to course website</a>",http://www.gradschool.physics.uni-bonn.de/Applying/BCGS_Apply_H2.html,"<a href=""http://www.gradschool.physics.uni-bonn.de/Applying/BCGS_Apply_H2.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3708/,,,,
1688,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Agricultural and Food Economics,,English,,,,,None,"Summer, Winter",30-Apr,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/agricultural-and-food-economics-msc,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/agricultural-and-food-economics-msc"" title=""Agricultural and Food Economics"" target=""_blank"">Go to course website</a>",https://www.afeco.uni-bonn.de/application-procedure,"<a href=""https://www.afeco.uni-bonn.de/application-procedure"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
1689,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Agricultural Sciences and Resource Management in the Tropics and Subtropics,,English,,,,,None,Winter,15-Mar,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/agricultural-sciences-and-resource-management-in-the-tropics-and-subtropics-msc,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/agricultural-sciences-and-resource-management-in-the-tropics-and-subtropics-msc"" title=""Agricultural Sciences and Resource Management in the Tropics and Subtropics"" target=""_blank"">Go to course website</a>",https://masterapplication.uni-bonn.de/movein/hosted/online/move/movein/portal/studyportal.php,"<a href=""https://masterapplication.uni-bonn.de/movein/hosted/online/move/movein/portal/studyportal.php"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
1690,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Anthropology of the Americas,,English,,,,,None,"Summer, Winter",,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/anthropology-of-the-americas-ma,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/anthropology-of-the-americas-ma"" title=""Anthropology of the Americas"" target=""_blank"">Go to course website</a>",https://www.iae.uni-bonn.de/en/dep/abteilung-fuer-altamerikanistik-en/studium-en/die-masterstudiengaenge-im-vergleich,"<a href=""https://www.iae.uni-bonn.de/en/dep/abteilung-fuer-altamerikanistik-en/studium-en/die-masterstudiengaenge-im-vergleich"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
1691,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Applied Linguistics,,English,,,,,None,Winter,31-May,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/applied-linguistics-ma,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/applied-linguistics-ma"" title=""Applied Linguistics"" target=""_blank"">Go to course website</a>",https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment,"<a href=""https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
1692,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Asian Studies,,English,,,,,None,Winter,,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/asian-studies-ma,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/asian-studies-ma"" title=""Asian Studies"" target=""_blank"">Go to course website</a>",https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment,"<a href=""https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
1693,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Biochemistry,,English,,,,,None,Winter,30-Apr,,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/biochemistry-msc,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/biochemistry-msc"" title=""Biochemistry"" target=""_blank"">Go to course website</a>",https://www.limes-institut-bonn.de/en/education-training/msc-biochemistry/application/,"<a href=""https://www.limes-institut-bonn.de/en/education-training/msc-biochemistry/application/"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
1694,124,5,University of Bonn,"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"">University of Bonn</a> ",Master's degree,Bonn,Chemistry,,English,,,,,None,"Summer, Winter",01-Jul,02-Jan,4 semesters,https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/chemistry-msc,"<a href=""https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/chemistry-msc"" title=""Chemistry"" target=""_blank"">Go to course website</a>",https://www.chemie.uni-bonn.de/studies-teaching/master-programme/application-and-registration,"<a href=""https://www.chemie.uni-bonn.de/studies-teaching/master-programme/application-and-registration"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
